id,name,description,brand,segment,category,category_path,color,material,premium,price,original_price,discount_pct,in_stock,avg_rating,rating_count,sizes,images,embed_text
ay-000541,Sandals 'TAVIRA',"These sandals are constructed from durable mocha recycled mesh, offering breathable comfort for daily wear. Note that they require careful cleaning using mild soap to ensure the longevity of the material.",adidas Originals,women,Sandals,Shoes|Sandals,mocha,Recycled mesh,false,53.46,62.90,15,true,3.9,88,36|37|38|39|40|41,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000541-1.jpg,"Sandals 'TAVIRA' adidas Originals Sandals These sandals are constructed from durable mocha recycled mesh, offering breathable comfort for daily wear. Note that they require careful cleaning using mild soap to ensure the longevity of the material."
ay-000542,T-Shirt 'DIJON',"Beige pairs easily with any colour palette in your wardrobe. This t-shirt is constructed from breathable viscose, providing comfort and a relaxed fit. It is designed for everyday use and simple layering.",RÆRE by Lorena Rae,women,Tops,Clothing|Tops,beige,Viscose,false,35.69,41.99,15,true,4.4,181,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000542-1.jpg,"T-Shirt 'DIJON' RÆRE by Lorena Rae Tops Beige pairs easily with any colour palette in your wardrobe. This t-shirt is constructed from breathable viscose, providing comfort and a relaxed fit. It is designed for everyday use and simple layering."
ay-000543,Dress 'BRIGHTON',"Sand, this linen dress pairs well with various seasonal pieces. Constructed from breathable linen, this lightweight garment offers comfort suitable for day wear. The simple, unfussy cut makes it an easy staple for any wardrobe.",VILA,women,Dresses,Clothing|Dresses,sand,Linen,false,66.95,,,false,4.5,93,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000543-1.jpg,"Dress 'BRIGHTON' VILA Dresses Sand, this linen dress pairs well with various seasonal pieces. Constructed from breathable linen, this lightweight garment offers comfort suitable for day wear. The simple, unfussy cut makes it an easy staple for any wardrobe."
ay-000544,Sports Top 'UDINE',This Merino wool sports top provides reliable performance across demanding athletic activities. Its comfortable fit and durable design are ideal for cool weather training. The deep cognac colour adds versatility to your training wardrobe.,JDY,women,Sports tops,Sportswear|Sports tops,cognac,Merino wool,false,62.90,,,true,4.7,282,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000544-1.jpg,Sports Top 'UDINE' JDY Sports tops This Merino wool sports top provides reliable performance across demanding athletic activities. Its comfortable fit and durable design are ideal for cool weather training. The deep cognac colour adds versatility to your training wardrobe.
ay-000545,Sunglasses 'TORINO',"These sunglasses feature a durable stainless steel frame in a deep burgundy shade. The material is robust and maintains its appearance well, only developing a subtle patina with prolonged exposure to various weather conditions.",Coccinelle,men,Sunglasses,Accessories|Sunglasses,burgundy,Stainless steel,false,38.95,,,true,4.0,572,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000545-1.jpg,"Sunglasses 'TORINO' Coccinelle Sunglasses These sunglasses feature a durable stainless steel frame in a deep burgundy shade. The material is robust and maintains its appearance well, only developing a subtle patina with prolonged exposure to various weather conditions."
ay-000546,Slip-Ons 'DELFT',"These slip-ons feature a simple, unfastened design. Constructed entirely from breathable recycled mesh, they offer comfortable wear. The deep burgundy colour provides a versatile and durable option for daily use.",adidas Originals,men,Slip-ons,Shoes|Slip-ons,burgundy,Recycled mesh,false,79.92,99.90,20,true,3.9,300,41|42|43|44|45,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000546-1.jpg,"Slip-Ons 'DELFT' adidas Originals Slip-ons These slip-ons feature a simple, unfastened design. Constructed entirely from breathable recycled mesh, they offer comfortable wear. The deep burgundy colour provides a versatile and durable option for daily use."
ay-000547,Tunic 'GALWAY',This taupe Merino wool tunic provides lightweight warmth and natural breathability. The durable Merino fibres are designed to soften and develop a comfortable drape over time. It is a versatile staple for effortless everyday dressing.,American Vintage,women,Blouses & tunics,Clothing|Blouses & tunics,taupe,Merino wool,false,126.99,,,true,3.7,553,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000547-1.jpg,Tunic 'GALWAY' American Vintage Blouses & tunics This taupe Merino wool tunic provides lightweight warmth and natural breathability. The durable Merino fibres are designed to soften and develop a comfortable drape over time. It is a versatile staple for effortless everyday dressing.
ay-000548,Jeans 'QUIMPER',These standard-fit jeans are constructed from durable grey Denim. They provide reliable daily wear suitable for casual occasions. Note that occasional dry cleaning is recommended to maintain the colour saturation.,ONLY,men,Jeans,Clothing|Jeans,grey,Denim,false,98.36,122.95,20,true,4.0,510,29|30|31|32|33|34|36,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000548-1.jpg,Jeans 'QUIMPER' ONLY Jeans These standard-fit jeans are constructed from durable grey Denim. They provide reliable daily wear suitable for casual occasions. Note that occasional dry cleaning is recommended to maintain the colour saturation.
ay-000549,Shorts 'ASTRA',These ecru chiffon shorts offer lightweight coverage suitable for various athletic activities. The breathable chiffon material maintains its shape through regular washing and tends to soften slightly with extended use.,BOSS,women,Sports bottoms & leggings,Sportswear|Sports bottoms & leggings,ecru,Chiffon,true,177.03,252.90,30,true,4.4,374,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000549-1.jpg,Shorts 'ASTRA' BOSS Sports bottoms & leggings These ecru chiffon shorts offer lightweight coverage suitable for various athletic activities. The breathable chiffon material maintains its shape through regular washing and tends to soften slightly with extended use.
ay-000550,Boots 'BALTIC',"Taupe canvas boots pair easily with any autumn ensemble. Constructed from durable canvas, these boots offer reliable support and a classic silhouette. They are designed for everyday wear in both urban and rural settings.",BOSS,men,Boots,Shoes|Boots,taupe,Canvas,true,204.00,,,true,4.2,284,41|42|43|44|45,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000550-1.jpg,"Boots 'BALTIC' BOSS Boots Taupe canvas boots pair easily with any autumn ensemble. Constructed from durable canvas, these boots offer reliable support and a classic silhouette. They are designed for everyday wear in both urban and rural settings."
ay-000551,Pants 'FOLKE',"These beige trousers provide a dependable, tailored fit suitable for diverse occasions. They are constructed from a mid-weight material, feeling approximately as substantial as a standard picnic blanket.",ONLY,women,Pants,Clothing|Pants,beige,,false,90.68,120.90,25,true,3.6,152,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000551-1.jpg,"Pants 'FOLKE' ONLY Pants These beige trousers provide a dependable, tailored fit suitable for diverse occasions. They are constructed from a mid-weight material, feeling approximately as substantial as a standard picnic blanket."
ay-000552,Ankle Boots 'LUMEN',Mesh provides a breathable texture that adapts comfortably around the ankle. These taupe ankle boots feature an open weave design and a lightweight construction. They offer a versatile and stylish option for daily wear.,Polo Ralph Lauren,women,Ankle boots,Shoes|Ankle boots,taupe,Mesh,true,169.47,338.95,50,true,3.9,545,36|37|38|39|40|41,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000552-1.jpg,Ankle Boots 'LUMEN' Polo Ralph Lauren Ankle boots Mesh provides a breathable texture that adapts comfortably around the ankle. These taupe ankle boots feature an open weave design and a lightweight construction. They offer a versatile and stylish option for daily wear.
ay-000553,Trainers 'MANTUA',"These trainers feature a durable canvas upper in a neutral ecru colour. Weighing approximately the same as a paperback novel, they provide comfortable support. They are designed for straightforward, casual, everyday wear.",Birkenstock,women,Sneakers,Shoes|Sneakers,ecru,Canvas,false,37.80,63.00,40,true,4.8,189,36|37|38|39|40|41,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000553-1.jpg,"Trainers 'MANTUA' Birkenstock Sneakers These trainers feature a durable canvas upper in a neutral ecru colour. Weighing approximately the same as a paperback novel, they provide comfortable support. They are designed for straightforward, casual, everyday wear."
ay-000554,Shorts 'PENRITH',"For reliable comfort during workouts, these navy shorts offer unrestricted movement. Constructed from durable fabric, they provide support for various sports activities. They are ideal for gym sessions and casual active wear.",BOSS,women,Sports bottoms & leggings,Sportswear|Sports bottoms & leggings,navy,,true,128.50,257.00,50,false,3.8,105,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000554-1.jpg,"Shorts 'PENRITH' BOSS Sports bottoms & leggings For reliable comfort during workouts, these navy shorts offer unrestricted movement. Constructed from durable fabric, they provide support for various sports activities. They are ideal for gym sessions and casual active wear."
ay-000555,Sports Shoes 'ZERMATT',These white sports shoes feature durable recycled mesh uppers for reliable support. The breathable design offers consistent comfort through regular use. Expect the material to soften slightly and gain a subtle patina with prolonged activity.,millane,women,Sports shoes,Shoes|Sports shoes,white,Recycled mesh,false,13.19,21.99,40,true,4.8,320,36|37|38|39|40|41,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000555-1.jpg,Sports Shoes 'ZERMATT' millane Sports shoes These white sports shoes feature durable recycled mesh uppers for reliable support. The breathable design offers consistent comfort through regular use. Expect the material to soften slightly and gain a subtle patina with prolonged activity.
ay-000556,Jacket 'GRANADA',"The jacket is constructed from soft burgundy chiffon, offering a beautiful, delicate drape. It provides a versatile layering piece for both semi-formal and casual occasions. Please ensure the garment is hand washed to prevent excessive creasing.",LASCANA,women,Jackets,Clothing|Jackets,burgundy,Chiffon,false,16.79,27.99,40,true,4.0,617,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000556-1.jpg,"Jacket 'GRANADA' LASCANA Jackets The jacket is constructed from soft burgundy chiffon, offering a beautiful, delicate drape. It provides a versatile layering piece for both semi-formal and casual occasions. Please ensure the garment is hand washed to prevent excessive creasing."
ay-000557,Cardigan 'CORDOBA',"This black cardigan is constructed from breathable organic cotton. It offers a comfortable layer for cooler weather. Due to the material, hand washing is recommended for best results.",s.Oliver,women,Sweaters & knitwear,Clothing|Sweaters & knitwear,black,Organic cotton,false,24.99,,,true,4.5,434,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000557-1.jpg,"Cardigan 'CORDOBA' s.Oliver Sweaters & knitwear This black cardigan is constructed from breathable organic cotton. It offers a comfortable layer for cooler weather. Due to the material, hand washing is recommended for best results."
ay-000558,Belt Bag 'WINDSOR',"This coated canvas bag features a discreet, ecru finish, providing secure and lightweight storage for daily essentials. It is ideal for festivals or day trips, keeping your wallet and phone easily accessible across your body.",HUGO,women,Bum bags,Accessories|Bags & backpacks|Bags|Bum bags,ecru,Coated canvas,false,26.90,,,true,,,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000558-1.jpg,"Belt Bag 'WINDSOR' HUGO Bum bags This coated canvas bag features a discreet, ecru finish, providing secure and lightweight storage for daily essentials. It is ideal for festivals or day trips, keeping your wallet and phone easily accessible across your body."
ay-000559,Jacket 'JAEN',"The buttoned front of this jacket features deep side pockets. Constructed from viscose, this piece arrives in a rich bordeaux tone. It offers a smart, structured silhouette suitable for layering.",Mavi,men,Jackets,Clothing|Jackets,bordeaux,Viscose,false,27.45,54.90,50,true,4.0,350,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000559-1.jpg,"Jacket 'JAEN' Mavi Jackets The buttoned front of this jacket features deep side pockets. Constructed from viscose, this piece arrives in a rich bordeaux tone. It offers a smart, structured silhouette suitable for layering."
ay-000560,Running Shoes 'EPSOM',"For daily training runs, these shoes offer reliable support and breathability. The design features a recycled mesh upper in a neutral cream colour. They provide a lightweight fit suitable for varied running terrain.",Birkenstock,kids,Running shoes,Sportswear|Running shoes,cream,Recycled mesh,false,91.16,113.95,20,true,4.4,453,30|31|32|33|34,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000560-1.jpg,"Running Shoes 'EPSOM' Birkenstock Running shoes For daily training runs, these shoes offer reliable support and breathability. The design features a recycled mesh upper in a neutral cream colour. They provide a lightweight fit suitable for varied running terrain."
ay-000561,Dress 'DURHAM',"This breathable dress is constructed from natural anthracite linen. Its relaxed fit offers comfortable styling for daytime wear. Note that linen creases easily, requiring a careful iron after washing.",American Vintage,women,Dresses,Clothing|Dresses,anthracite,Linen,false,51.95,,,true,3.8,269,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000561-1.jpg,"Dress 'DURHAM' American Vintage Dresses This breathable dress is constructed from natural anthracite linen. Its relaxed fit offers comfortable styling for daytime wear. Note that linen creases easily, requiring a careful iron after washing."
ay-000562,Skirt 'HAMAR',"Brown pairs well with many items, making this denim skirt a versatile wardrobe staple. Constructed from sturdy denim, this piece provides a reliable fit suitable for casual daily wear.",Mavi,women,Skirts,Clothing|Skirts,brown,Denim,false,75.59,125.99,40,true,4.5,165,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000562-1.jpg,"Skirt 'HAMAR' Mavi Skirts Brown pairs well with many items, making this denim skirt a versatile wardrobe staple. Constructed from sturdy denim, this piece provides a reliable fit suitable for casual daily wear."
ay-000563,Mini Bag 'MELIDE',"When heading out, this crossbody bag provides a practical carrying solution. Constructed from durable Saffiano leather in khaki, the mini bag is designed to hold essentials securely. It is a reliable addition to any daily outfit.",Lauren Ralph Lauren,women,Crossbody bags,Accessories|Bags & backpacks|Bags|Crossbody bags,khaki,Saffiano leather,true,103.45,206.90,50,true,4.2,175,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000563-1.jpg,"Mini Bag 'MELIDE' Lauren Ralph Lauren Crossbody bags When heading out, this crossbody bag provides a practical carrying solution. Constructed from durable Saffiano leather in khaki, the mini bag is designed to hold essentials securely. It is a reliable addition to any daily outfit."
ay-000564,Daypack 'LERIDA',"This daypack is constructed from durable polyester and features a cream finish. The design provides ample storage space, making it a practical daily bag. Over time, the material is expected to soften slightly, maintaining its structural integrity.",Copenhagen Studios,men,Backpacks,Accessories|Bags & backpacks|Bags|Backpacks,cream,Polyester,true,212.00,,,true,3.6,248,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000564-1.jpg,"Daypack 'LERIDA' Copenhagen Studios Backpacks This daypack is constructed from durable polyester and features a cream finish. The design provides ample storage space, making it a practical daily bag. Over time, the material is expected to soften slightly, maintaining its structural integrity."
ay-000565,Midi Dress 'ASPEN',"Merino wool offers natural warmth and a soft feel against the skin. This midi dress is presented in a versatile sand shade. It features a comfortable, simple cut suitable for transitioning seasons.",s.Oliver,women,Dresses,Clothing|Dresses,sand,Merino wool,false,121.95,,,true,4.4,622,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000565-1.jpg,"Midi Dress 'ASPEN' s.Oliver Dresses Merino wool offers natural warmth and a soft feel against the skin. This midi dress is presented in a versatile sand shade. It features a comfortable, simple cut suitable for transitioning seasons."
ay-000566,Crossbody Bag 'LIMA',"Grey complements any outfit with this versatile crossbody bag. Constructed from durable coated canvas, it offers a practical and lightweight design for daily use. This functional bag is designed to carry your essentials securely.",Lauren Ralph Lauren,men,Crossbody bags,Accessories|Bags & backpacks|Bags|Crossbody bags,grey,Coated canvas,true,367.90,,,true,4.0,607,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000566-1.jpg,"Crossbody Bag 'LIMA' Lauren Ralph Lauren Crossbody bags Grey complements any outfit with this versatile crossbody bag. Constructed from durable coated canvas, it offers a practical and lightweight design for daily use. This functional bag is designed to carry your essentials securely."
ay-000567,Messenger Bag 'CARLOW',"This commuter briefcase, fashioned from durable ecru recycled polyester, features a 15-inch laptop compartment and padded sleeve for documents. The material develops a natural patina, adding character as the bag ages with daily use. It provides professional storage for demanding work schedules.",Calvin Klein,men,Business & laptop bags,Accessories|Bags & backpacks|Bags|Business & laptop bags,ecru,Recycled polyester,false,168.69,240.99,30,true,4.7,477,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000567-1.jpg,"Messenger Bag 'CARLOW' Calvin Klein Business & laptop bags This commuter briefcase, fashioned from durable ecru recycled polyester, features a 15-inch laptop compartment and padded sleeve for documents. The material develops a natural patina, adding character as the bag ages with daily use. It provides professional storage for demanding work schedules."
ay-000568,Trousers 'KENDAL',Organic cotton trousers offer comfortable breathability suitable for daily wear. These tailored pants are presented in a versatile taupe shade. The fabric feels soft against the skin and maintains a smart drape.,American Vintage,men,Pants,Clothing|Pants,taupe,Organic cotton,false,73.60,92.00,20,true,4.4,308,29|30|31|32|33|34|36,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000568-1.jpg,Trousers 'KENDAL' American Vintage Pants Organic cotton trousers offer comfortable breathability suitable for daily wear. These tailored pants are presented in a versatile taupe shade. The fabric feels soft against the skin and maintains a smart drape.
ay-000569,Business Backpack 'VASTRA',"This chocolate cotton canvas backpack is suitable for professional commuters carrying documents and a 15-inch laptop. It features a padded sleeve and space for a briefcase, designed for daily use. Please note that the canvas material may stain if exposed to oil.",HUGO,women,Business & laptop bags,Accessories|Bags & backpacks|Bags|Business & laptop bags,chocolate,Cotton canvas,false,128.99,,,true,4.6,506,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000569-1.jpg,"Business Backpack 'VASTRA' HUGO Business & laptop bags This chocolate cotton canvas backpack is suitable for professional commuters carrying documents and a 15-inch laptop. It features a padded sleeve and space for a briefcase, designed for daily use. Please note that the canvas material may stain if exposed to oil."
ay-000570,Scarf 'GENOA',Brass offers a substantial and smooth drape. This scarf is presented in a versatile cream shade. It provides a durable and stylish wrap suitable for cooler weather conditions.,Kapten & Son,men,Scarves & wraps,Accessories|Scarves & wraps,cream,Brass,false,89.25,119.00,25,true,4.5,289,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000570-1.jpg,Scarf 'GENOA' Kapten & Son Scarves & wraps Brass offers a substantial and smooth drape. This scarf is presented in a versatile cream shade. It provides a durable and stylish wrap suitable for cooler weather conditions.
ay-000571,Daypack 'SIENA',"Chocolate, complementing neutral outfits, this daypack is constructed from durable Polyester fabric. It offers ample storage space and remains lightweight for daily use. This practical bag provides reliable carrying capacity for general day trips.",Lauren Ralph Lauren,men,Backpacks,Accessories|Bags & backpacks|Bags|Backpacks,chocolate,Polyester,true,262.36,327.95,20,true,4.7,215,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000571-1.jpg,"Daypack 'SIENA' Lauren Ralph Lauren Backpacks Chocolate, complementing neutral outfits, this daypack is constructed from durable Polyester fabric. It offers ample storage space and remains lightweight for daily use. This practical bag provides reliable carrying capacity for general day trips."
ay-000572,Work Tote 'FJORD',"For the professional commuter, this tote offers smart capacity for documents and a 15-inch laptop. Constructed from durable ecru nubuck, it features a padded sleeve and structured compartments, making it a suitable briefcase alternative.",Tommy Hilfiger,women,Business & laptop bags,Accessories|Bags & backpacks|Bags|Business & laptop bags,ecru,Nubuck,false,72.90,,,true,4.7,291,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000572-1.jpg,"Work Tote 'FJORD' Tommy Hilfiger Business & laptop bags For the professional commuter, this tote offers smart capacity for documents and a 15-inch laptop. Constructed from durable ecru nubuck, it features a padded sleeve and structured compartments, making it a suitable briefcase alternative."
ay-000573,Skirt 'OSTUNI',Cotton feels breathable and soft against the skin. This white cotton skirt is a versatile wardrobe staple. It is suitable for both casual daytime wear and slightly dressier occasions.,American Vintage,women,Skirts,Clothing|Skirts,white,Cotton,false,49.99,,,true,4.4,446,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000573-1.jpg,Skirt 'OSTUNI' American Vintage Skirts Cotton feels breathable and soft against the skin. This white cotton skirt is a versatile wardrobe staple. It is suitable for both casual daytime wear and slightly dressier occasions.
ay-000574,Boots 'DALIA',"Lace-up fastening allows for a customizable and secure fit around the ankle. Constructed entirely from durable white canvas, these boots offer practical support for daily wear. They maintain a clean, classic appearance suitable for varied occasions.",Marco Tozzi,women,Boots,Shoes|Boots,white,Canvas,false,54.90,,,false,3.8,259,36|37|38|39|40|41,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000574-1.jpg,"Boots 'DALIA' Marco Tozzi Boots Lace-up fastening allows for a customizable and secure fit around the ankle. Constructed entirely from durable white canvas, these boots offer practical support for daily wear. They maintain a clean, classic appearance suitable for varied occasions."
ay-000575,Belt 'SPOLETO',"For professional or casual wear, this belt provides reliable support and a modern appearance. It is constructed from durable recycled polyester, finished in a deep anthracite shade. This belt is a practical and sustainable addition to any wardrobe.",Tommy Hilfiger,kids,Belts,Accessories|Belts,anthracite,Recycled polyester,false,25.50,51.00,50,true,4.0,547,85|90|95|100,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000575-1.jpg,"Belt 'SPOLETO' Tommy Hilfiger Belts For professional or casual wear, this belt provides reliable support and a modern appearance. It is constructed from durable recycled polyester, finished in a deep anthracite shade. This belt is a practical and sustainable addition to any wardrobe."
ay-000576,High Heels 'ULSTER',"For smart-casual occasions, these high heels offer a comfortable yet structured look. They feature a durable black canvas upper and a heel designed for all-day wear. This straightforward style makes them versatile for various outfits.",Marco Tozzi,women,High heels,Shoes|High heels,black,Canvas,false,77.60,97.00,20,true,4.7,285,36|37|38|39|40|41,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000576-1.jpg,"High Heels 'ULSTER' Marco Tozzi High heels For smart-casual occasions, these high heels offer a comfortable yet structured look. They feature a durable black canvas upper and a heel designed for all-day wear. This straightforward style makes them versatile for various outfits."
ay-000577,Work Tote 'PALMA',Taupe Nubuck offers versatile professionalism. This commuter tote accommodates documents and features a padded sleeve for a 15-inch laptop. It provides structured storage for professional use and daily travel.,HUGO,women,Business & laptop bags,Accessories|Bags & backpacks|Bags|Business & laptop bags,taupe,Nubuck,false,182.66,214.90,15,true,3.6,438,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000577-1.jpg,Work Tote 'PALMA' HUGO Business & laptop bags Taupe Nubuck offers versatile professionalism. This commuter tote accommodates documents and features a padded sleeve for a 15-inch laptop. It provides structured storage for professional use and daily travel.
ay-000578,Crossbody Bag 'VELLA',"Burgundy, pairing well with autumnal clothing, this crossbody bag is constructed from faux leather. It features adjustable straps and internal compartments designed for reliable daily use and storage.",Liebeskind Berlin,men,Crossbody bags,Accessories|Bags & backpacks|Bags|Crossbody bags,burgundy,Faux leather,false,81.99,,,true,3.8,30,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000578-1.jpg,"Crossbody Bag 'VELLA' Liebeskind Berlin Crossbody bags Burgundy, pairing well with autumnal clothing, this crossbody bag is constructed from faux leather. It features adjustable straps and internal compartments designed for reliable daily use and storage."
ay-000579,Sports Shoes 'MALAGA',Emerald tones pair well with neutral apparel. These athletic shoes feature durable canvas construction and reliable support. They are designed for comfortable wear during daily activity and light training sessions.,Tamaris,kids,Sports shoes,Shoes|Sports shoes,emerald,Canvas,false,94.00,,,true,4.6,439,30|31|32|33|34,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000579-1.jpg,Sports Shoes 'MALAGA' Tamaris Sports shoes Emerald tones pair well with neutral apparel. These athletic shoes feature durable canvas construction and reliable support. They are designed for comfortable wear during daily activity and light training sessions.
ay-000580,Crossbody Bag 'BELMONT',Ecru coordinates seamlessly with any wardrobe. This crossbody bag is constructed from soft suede material and features an adjustable strap for comfort. It provides a versatile and classic style for everyday use.,Camel Active,kids,Crossbody bags,Accessories|Bags & backpacks|Bags|Crossbody bags,ecru,Suede,false,67.19,95.99,30,true,4.1,62,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000580-1.jpg,Crossbody Bag 'BELMONT' Camel Active Crossbody bags Ecru coordinates seamlessly with any wardrobe. This crossbody bag is constructed from soft suede material and features an adjustable strap for comfort. It provides a versatile and classic style for everyday use.
ay-000581,Coat 'JARVA',"This navy coat is constructed from linen, a material designed to soften and develop character over time. Its natural fibres ensure adaptability and comfort as it becomes more familiar with your routine. It provides reliable, breathable outerwear.",PIECES,men,Coats,Clothing|Coats,navy,Linen,false,63.00,,,true,4.0,499,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000581-1.jpg,"Coat 'JARVA' PIECES Coats This navy coat is constructed from linen, a material designed to soften and develop character over time. Its natural fibres ensure adaptability and comfort as it becomes more familiar with your routine. It provides reliable, breathable outerwear."
ay-000582,Dress 'ARBOR',"This dress is made from chocolate Merino wool. It offers dependable warmth, and the fabric weight is comparable to a sturdy jumper. This material provides suitable coverage for colder days.",JDY,women,Dresses,Clothing|Dresses,chocolate,Merino wool,false,91.49,121.99,25,true,3.9,472,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000582-1.jpg,"Dress 'ARBOR' JDY Dresses This dress is made from chocolate Merino wool. It offers dependable warmth, and the fabric weight is comparable to a sturdy jumper. This material provides suitable coverage for colder days."
ay-000583,Business Backpack 'MARLOW',"This brown faux leather backpack provides secure storage for documents and a 15-inch laptop. It features a padded sleeve and organizational compartments, making it ideal for daily commuting. Its professional design complements a commuter briefcase aesthetic.",Liebeskind Berlin,kids,Business & laptop bags,Accessories|Bags & backpacks|Bags|Business & laptop bags,brown,Faux leather,false,70.54,82.99,15,true,3.7,340,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000583-1.jpg,"Business Backpack 'MARLOW' Liebeskind Berlin Business & laptop bags This brown faux leather backpack provides secure storage for documents and a 15-inch laptop. It features a padded sleeve and organizational compartments, making it ideal for daily commuting. Its professional design complements a commuter briefcase aesthetic."
ay-000584,Shoulder Bag 'HALDEN',This durable navy nubuck shoulder bag offers practical carrying capacity for daily essentials. Its structured design and comfortable weight make it suitable for reliable everyday use. It is sized to hold items comparable to a standard paperback book.,bugatti,women,Shoulder bags,Accessories|Bags & backpacks|Bags|Shoulder bags,navy,Nubuck,false,81.83,116.90,30,true,4.4,430,ONE SIZE,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000584-1.jpg,Shoulder Bag 'HALDEN' bugatti Shoulder bags This durable navy nubuck shoulder bag offers practical carrying capacity for daily essentials. Its structured design and comfortable weight make it suitable for reliable everyday use. It is sized to hold items comparable to a standard paperback book.
